Row_ID_O6G3A1_R6|Order_ID|Order_Date|Ship_Date|Ship_Mode|Customer_ID|Customer_Name|Segment|Country|City|State|Region|Product_ID|Category|Sub_Category|Product_Name|Sales|Quantity|Profit|Returns|Payment_Mode|ind1|ind2
201|CA-2020-105074|2020-06-24|2020-06-29|Standard Class|MB-17305|Maria Bertelson|Consumer|United States|Akron|Ohio|East|OFF-PA-10002666|Office Supplies|Paper|Southworth 25% Cotton Linen-Finish Paper & Envelopes|103.74400329589844|3|6.795000076293945|#N/A|Cards||
204|US-2020-116701|2020-12-17|2020-12-21|Second Class|LC-17140|Logan Currie|Consumer|United States|Dallas|Texas|Central|OFF-AP-10003217|Office Supplies|Appliances|Eureka Sanitaire  Commercial Upright|283.28399658203125|2|-178.966796875|#N/A|COD||
205|CA-2020-126382|2020-06-03|2020-06-07|Standard Class|HK-14890|Heather Kirkland|Corporate|United States|Franklin|Tennessee|South|FUR-FU-10002960|Furniture|Furnishings|Eldon 200 Class Desk Accessories, Burgundy|137.16799926757812|7|9.671199798583984|#N/A|COD||
206|CA-2020-108329|2020-12-09|2020-12-14|Standard Class|LE-16810|Laurel Elliston|Consumer|United States|Whittier|California|West|TEC-PH-10001918|Technology|Phones|Nortel Business Series Terminal T7208 Digital phone|473.76800537109375|4|44.47679901123047|#N/A|COD||
207|CA-2020-135860|2020-12-01|2020-12-07|Standard Class|JH-15985|Joseph Holt|Consumer|United States|Saginaw|Michigan|Central|OFF-ST-10000642|Office Supplies|Storage|Tennsco Lockers, Gray|131.9199981689453|4|5.8744001388549805|#N/A|COD||
208|CA-2020-135860|2020-12-01|2020-12-07|Standard Class|JH-15985|Joseph Holt|Consumer|United States|Saginaw|Michigan|Central|TEC-PH-10001700|Technology|Phones|Panasonic KX-TG6844B Expandable Digital Cordless Telephone|156.97999572753906|2|35.63460159301758|#N/A|Cards||
209|CA-2020-135860|2020-12-01|2020-12-07|Standard Class|JH-15985|Joseph Holt|Consumer|United States|Saginaw|Michigan|Central|OFF-BI-10003274|Office Supplies|Binders|Avery Durable Slant Ring Binders, No Labels|134.9199981689453|4|7.482399940490723|#N/A|Cards||
210|CA-2020-135860|2020-12-01|2020-12-07|Standard Class|JH-15985|Joseph Holt|Consumer|United States|Saginaw|Michigan|Central|OFF-FA-10000134|Office Supplies|Fasteners|Advantus Push Pins, Aluminum Head|117.29000091552734|9|16.20989990234375|#N/A|Cards||
211|CA-2020-135860|2020-12-01|2020-12-07|Standard Class|JH-15985|Joseph Holt|Consumer|United States|Saginaw|Michigan|Central|OFF-ST-10001522|Office Supplies|Storage|Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h|103.98999786376953|1|3.6796000003814697|#N/A|Cards||
218|CA-2019-130162|2019-10-28|2019-11-01|Standard Class|JH-15910|Jonathan Howell|Consumer|United States|Los Angeles|California|West|OFF-ST-10001328|Office Supplies|Storage|Personal Filing Tote with Lid, Black/Gray|93.05999755859375|6|26.056800842285156|#N/A|Online||
219|CA-2019-130162|2019-10-28|2019-11-01|Standard Class|JH-15910|Jonathan Howell|Consumer|United States|Los Angeles|California|West|TEC-PH-10002563|Technology|Phones|Adtran 1202752G1|302.3760070800781|3|22.678199768066406|#N/A|COD||
232|US-2020-100930|2020-04-07|2020-04-12|Standard Class|CS-12400|Christopher Schild|Home Office|United States|Tampa|Florida|South|FUR-TA-10001705|Furniture|Tables|Bush Advantage Collection Round Conference Table|255.86000061035156|2|-102.0479965209961|#N/A|Online||
233|US-2020-100930|2020-04-07|2020-04-12|Standard Class|CS-12400|Christopher Schild|Home Office|United States|Tampa|Florida|South|FUR-TA-10003473|Furniture|Tables|Bretford Rectangular Conference Table Tops|648.614501953125|3|-248.2458038330078|#N/A|COD||
234|US-2020-100930|2020-04-07|2020-04-12|Standard Class|CS-12400|Christopher Schild|Home Office|United States|Tampa|Florida|South|OFF-BI-10001679|Office Supplies|Binders|GBC Instant Index System for Binding Systems|106.3280029296875|2|-3.552000045776367|#N/A|Online||
235|US-2020-100930|2020-04-07|2020-04-12|Standard Class|CS-12400|Christopher Schild|Home Office|United States|Tampa|Florida|South|FUR-FU-10004017|Furniture|Furnishings|"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49"""|275.0719909667969|3|0.0|#N/A|Online||
236|US-2020-100930|2020-04-07|2020-04-12|Standard Class|CS-12400|Christopher Schild|Home Office|United States|Tampa|Florida|South|TEC-AC-10003832|Technology|Accessories|Logitech P710e Mobile Speakerphone|654.9760131835938|3|-7.724699974060059|#N/A|Online||
237|CA-2020-160514|2020-11-12|2020-11-16|Standard Class|DB-13120|David Bremer|Corporate|United States|Santa Clara|California|West|OFF-PA-10002479|Office Supplies|Paper|Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)|114.55999755859375|2|4.751999855041504|#N/A|Cards||
238|CA-2019-157749|2019-06-04|2019-06-09|Second Class|KL-16645|Ken Lonsdale|Consumer|United States|Chicago|Illinois|Central|OFF-PA-10003349|Office Supplies|Paper|Xerox 1957|25.920000076293945|5|9.395999908447266|#N/A|Online||
239|CA-2019-157749|2019-06-04|2019-06-09|Second Class|KL-16645|Ken Lonsdale|Consumer|United States|Chicago|Illinois|Central|FUR-FU-10000576|Furniture|Furnishings|Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base|419.67999267578125|5|-356.7279968261719|#N/A|COD||
240|CA-2019-157749|2019-06-04|2019-06-09|Second Class|KL-16645|Ken Lonsdale|Consumer|United States|Chicago|Illinois|Central|FUR-FU-10004351|Furniture|Furnishings|Staple-based wall hangings|11.687999725341797|3|-4.67519998550415|#N/A|Online||
241|CA-2019-157749|2019-06-04|2019-06-09|Second Class|KL-16645|Ken Lonsdale|Consumer|United States|Chicago|Illinois|Central|TEC-PH-10000011|Technology|Phones|PureGear Roll-On Screen Protector|31.983999252319336|2|11.1943998336792|#N/A|Online||
242|CA-2019-157749|2019-06-04|2019-06-09|Second Class|KL-16645|Ken Lonsdale|Consumer|United States|Chicago|Illinois|Central|FUR-TA-10002607|Furniture|Tables|KI Conference Tables|177.22500610351562|5|-120.51300048828125|#N/A|Online||
243|CA-2019-157749|2019-06-04|2019-06-09|Second Class|KL-16645|Ken Lonsdale|Consumer|United States|Chicago|Illinois|Central|FUR-FU-10002505|Furniture|Furnishings|Eldon 100 Class Desk Accessories|4.044000148773193|3|-2.8308000564575195|#N/A|COD||
244|CA-2019-157749|2019-06-04|2019-06-09|Second Class|KL-16645|Ken Lonsdale|Consumer|United States|Chicago|Illinois|Central|OFF-AR-10004685|Office Supplies|Art|Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set|7.4079999923706055|2|1.2037999629974365|#N/A|COD||
250|CA-2019-154739|2019-12-10|2019-12-15|Second Class|LH-17155|Logan Haushalter|Consumer|United States|San Francisco|California|West|FUR-CH-10002965|Furniture|Chairs|Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black|321.5679931640625|2|28.13719940185547|#N/A|Online||
251|CA-2019-145625|2019-09-11|2019-09-17|Standard Class|KC-16540|Kelly Collister|Consumer|United States|San Diego|California|West|OFF-PA-10004569|Office Supplies|Paper|"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page"|7.610000133514404|1|3.57669997215271|#N/A|COD||
252|CA-2019-145625|2019-09-11|2019-09-17|Standard Class|KC-16540|Kelly Collister|Consumer|United States|San Diego|California|West|TEC-AC-10003832|Technology|Accessories|Logitech P710e Mobile Speakerphone|3347.3701171875|13|636.0003051757812|#N/A|Online||
253|CA-2019-146941|2019-12-10|2019-12-13|First Class|DL-13315|Delfina Latchford|Consumer|United States|New York City|New York|East|OFF-ST-10001228|Office Supplies|Storage|Fellowes Personal Hanging Folder Files, Navy|80.58000183105469|6|22.562400817871094|#N/A|Cards||
254|CA-2019-146941|2019-12-10|2019-12-13|First Class|DL-13315|Delfina Latchford|Consumer|United States|New York City|New York|East|OFF-EN-10003296|Office Supplies|Envelopes|Tyvek Side-Opening Peel & Seel Expanding Envelopes|361.9200134277344|4|162.86399841308594|#N/A|COD||
259|CA-2020-163139|2020-12-01|2020-12-03|Second Class|CC-12670|Craig Carreira|Consumer|United States|New York City|New York|East|TEC-AC-10000290|Technology|Accessories|Sabrent 4-Port USB 2.0 Hub|127.37000274658203|3|6.92579984664917|#N/A|Cards||
260|CA-2020-163139|2020-12-01|2020-12-03|Second Class|CC-12670|Craig Carreira|Consumer|United States|New York City|New York|East|OFF-ST-10002790|Office Supplies|Storage|Safco Industrial Shelving|238.5500030517578|3|6.646500110626221|#N/A|Online||
261|CA-2020-163139|2020-12-01|2020-12-03|Second Class|CC-12670|Craig Carreira|Consumer|United States|New York City|New York|East|OFF-BI-10003460|Office Supplies|Binders|Acco 3-Hole Punch|118.5199966430664|5|6.131999969482422|#N/A|Online||
262|US-2020-155299|2020-06-08|2020-06-12|Standard Class|Dl-13600|Dorris liebe|Corporate|United States|Pasadena|Texas|Central|OFF-AP-10002203|Office Supplies|Appliances|Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac|99.6240005493164|2|-4.466000080108643|#N/A|COD||
265|CA-2019-125318|2019-06-06|2019-06-13|Standard Class|RC-19825|Roy Collins|Consumer|United States|Chicago|Illinois|Central|TEC-PH-10001433|Technology|Phones|Cisco Small Business SPA 502G VoIP phone|328.2239990234375|4|28.719600677490234|#N/A|COD||
267|CA-2020-136826|2020-06-16|2020-06-20|Standard Class|CB-12535|Claudia Bergmann|Corporate|United States|Chapel Hill|North Carolina|South|OFF-AR-10003602|Office Supplies|Art|Quartet Omega Colored Chalk, 12/Pack|135.01600646972656|3|4.730400085449219|#N/A|Online||
268|CA-2019-111010|2019-01-22|2019-01-28|Standard Class|PG-18895|Paul Gonzalez|Consumer|United States|Morristown|New Jersey|East|OFF-FA-10003472|Office Supplies|Fasteners|Bagged Rubber Bands|7.559999942779541|6|0.30239999294281006|#N/A|COD||
269|US-2020-145366|2020-12-09|2020-12-13|Standard Class|CA-12310|Christine Abelman|Corporate|United States|Cincinnati|Ohio|East|OFF-ST-10004180|Office Supplies|Storage|Safco Commercial Shelving|111.20800018310547|1|-7.4415998458862305|#N/A|COD||
270|US-2020-145366|2020-12-09|2020-12-13|Standard Class|CA-12310|Christine Abelman|Corporate|United States|Cincinnati|Ohio|East|OFF-EN-10004386|Office Supplies|Envelopes|Recycled Interoffice Envelopes with String and Button Closure, 10 x 13|157.5760040283203|3|21.590999603271484|#N/A|COD||
271|CA-2020-163979|2020-12-28|2021-01-02|Second Class|KH-16690|Kristen Hastings|Corporate|United States|San Francisco|California|West|OFF-ST-10003208|Office Supplies|Storage|Adjustable Depth Letter/Legal Cart|244.83999633789062|4|210.4936065673828|#N/A|COD||
275|CA-2020-118136|2020-09-16|2020-09-17|First Class|BB-10990|Barry Blumstein|Corporate|United States|Inglewood|California|West|OFF-PA-10002615|Office Supplies|Paper|"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled"|115.81999969482422|2|4.057199954986572|#N/A|Online||
276|CA-2020-118136|2020-09-16|2020-09-17|First Class|BB-10990|Barry Blumstein|Corporate|United States|Inglewood|California|West|OFF-AR-10001427|Office Supplies|Art|Newell 330|92.9800033569336|1|1.554800033569336|#N/A|Online||
277|CA-2020-132976|2020-10-13|2020-10-17|Standard Class|AG-10495|Andrew Gjertsen|Corporate|United States|Philadelphia|Pennsylvania|East|OFF-PA-10000673|Office Supplies|Paper|Post-it “Important Message” Note Pad, Neon Colors, 50 Sheets/Pad|101.64800262451172|2|4.0767998695373535|#N/A|COD||
278|CA-2020-132976|2020-10-13|2020-10-17|Standard Class|AG-10495|Andrew Gjertsen|Corporate|United States|Philadelphia|Pennsylvania|East|OFF-PA-10004470|Office Supplies|Paper|"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages"|121.1760025024414|4|5.907199859619141|#N/A|Cards||
279|CA-2020-132976|2020-10-13|2020-10-17|Standard Class|AG-10495|Andrew Gjertsen|Corporate|United States|Philadelphia|Pennsylvania|East|OFF-ST-10000876|Office Supplies|Storage|Eldon Simplefile Box Office|137.71200561523438|6|5.971199989318848|#N/A|Online||
280|CA-2020-132976|2020-10-13|2020-10-17|Standard Class|AG-10495|Andrew Gjertsen|Corporate|United States|Philadelphia|Pennsylvania|East|OFF-LA-10002043|Office Supplies|Labels|Avery 489|94.83999633789062|3|8.694000244140625|#N/A|Online||
287|CA-2019-112697|2019-12-18|2019-12-20|Second Class|AH-10195|Alan Haines|Corporate|United States|Tamarac|Florida|South|OFF-BI-10000778|Office Supplies|Binders|GBC VeloBinder Electric Binding Machine|254.05799865722656|7|-169.3719940185547|#N/A|Cards||
288|CA-2019-112697|2019-12-18|2019-12-20|Second Class|AH-10195|Alan Haines|Corporate|United States|Tamarac|Florida|South|OFF-AP-10002684|Office Supplies|Appliances|Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection|194.5279998779297|2|24.31599998474121|#N/A|Cards||
289|CA-2019-112697|2019-12-18|2019-12-20|Second Class|AH-10195|Alan Haines|Corporate|United States|Tamarac|Florida|South|OFF-SU-10000646|Office Supplies|Supplies|Premier Automatic Letter Opener|961.47998046875|5|-204.3144989013672|#N/A|Cards||
290|CA-2019-110772|2019-11-20|2019-11-24|Second Class|NZ-18565|Nick Zandusky|Home Office|United States|Columbus|Ohio|East|OFF-FA-10002983|Office Supplies|Fasteners|Advantus SlideClip Paper Clips|19.09600067138672|7|6.683599948883057|#N/A|Cards||
291|CA-2019-110772|2019-11-20|2019-11-24|Second Class|NZ-18565|Nick Zandusky|Home Office|United States|Columbus|Ohio|East|OFF-LA-10004689|Office Supplies|Labels|Avery 512|18.496000289916992|8|6.242400169372559|#N/A|Cards||
292|CA-2019-110772|2019-11-20|2019-11-24|Second Class|NZ-18565|Nick Zandusky|Home Office|United States|Columbus|Ohio|East|TEC-AC-10002001|Technology|Accessories|Logitech Wireless Gaming Headset G930|255.98399353027344|2|54.39659881591797|#N/A|Cards||
293|CA-2019-110772|2019-11-20|2019-11-24|Second Class|NZ-18565|Nick Zandusky|Home Office|United States|Columbus|Ohio|East|FUR-BO-10004709|Furniture|Bookcases|Bush Westfield Collection Bookcases, Medium Cherry Finish|86.97000122070312|3|-48.70320129394531|#N/A|COD||
299|CA-2019-142545|2019-10-28|2019-11-03|Standard Class|JD-15895|Jonathan Doherty|Corporate|United States|Belleville|New Jersey|East|OFF-PA-10002105|Office Supplies|Paper|Xerox 223|32.400001525878906|5|15.552000045776367|#N/A|Cards||
300|CA-2019-142545|2019-10-28|2019-11-03|Standard Class|JD-15895|Jonathan Doherty|Corporate|United States|Belleville|New Jersey|East|OFF-ST-10002756|Office Supplies|Storage|"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand"|1082.47998046875|8|10.824799537658691|#N/A|Online||
301|CA-2019-142545|2019-10-28|2019-11-03|Standard Class|JD-15895|Jonathan Doherty|Corporate|United States|Belleville|New Jersey|East|OFF-PA-10004243|Office Supplies|Paper|Xerox 1939|56.90999984741211|3|27.31679916381836|#N/A|Online||
302|CA-2019-142545|2019-10-28|2019-11-03|Standard Class|JD-15895|Jonathan Doherty|Corporate|United States|Belleville|New Jersey|East|FUR-FU-10001861|Furniture|Furnishings|Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts|77.5999984741211|4|38.02399826049805|#N/A|Cards||
303|CA-2019-142545|2019-10-28|2019-11-03|Standard Class|JD-15895|Jonathan Doherty|Corporate|United States|Belleville|New Jersey|East|OFF-BI-10002706|Office Supplies|Binders|Avery Premier Heavy-Duty Binder with Round Locking Rings|14.279999732971191|1|6.56879997253418|#N/A|Online||
304|US-2020-152380|2020-11-19|2020-11-23|Standard Class|JH-15910|Jonathan Howell|Consumer|United States|Chicago|Illinois|Central|FUR-TA-10002533|Furniture|Tables|BPI Conference Tables|249.0749969482422|3|-131.44500732421875|#N/A|COD||
309|CA-2020-126774|2020-04-15|2020-04-17|First Class|SH-20395|Shahid Hopkins|Consumer|United States|Arlington|Virginia|South|OFF-AR-10002804|Office Supplies|Art|Faber Castell Col-Erase Pencils|98.88999938964844|1|2.0048999786376953|#N/A|Cards||
310|CA-2019-142902|2019-09-12|2019-09-14|Second Class|BP-11185|Ben Peterman|Corporate|United States|Arvada|Colorado|West|FUR-FU-10001918|Furniture|Furnishings|C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings|15.13599967956543|4|3.5947999954223633|#N/A|Online||
311|CA-2019-142902|2019-09-12|2019-09-14|Second Class|BP-11185|Ben Peterman|Corporate|United States|Arvada|Colorado|West|FUR-CH-10004086|Furniture|Chairs|Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs|466.76800537109375|2|52.51139831542969|#N/A|Online||
312|CA-2019-142902|2019-09-12|2019-09-14|Second Class|BP-11185|Ben Peterman|Corporate|United States|Arvada|Colorado|West|FUR-FU-10001756|Furniture|Furnishings|Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany|15.232000350952148|1|1.7136000394821167|#N/A|Online||
313|CA-2019-142902|2019-09-12|2019-09-14|Second Class|BP-11185|Ben Peterman|Corporate|United States|Arvada|Colorado|West|OFF-LA-10000634|Office Supplies|Labels|Avery 509|6.263999938964844|3|2.035799980163574|#N/A|Online||
324|CA-2019-162138|2019-04-23|2019-04-27|Standard Class|GK-14620|Grace Kelly|Corporate|United States|Hesperia|California|West|OFF-BI-10004593|Office Supplies|Binders|Ibico Laser Imprintable Binding System Covers|251.52000427246094|6|81.74400329589844|#N/A|Online||
325|CA-2019-162138|2019-04-23|2019-04-27|Standard Class|GK-14620|Grace Kelly|Corporate|United States|Hesperia|California|West|TEC-AC-10001908|Technology|Accessories|Logitech Wireless Headset h800|99.98999786376953|1|34.996498107910156|#N/A|Cards||
326|CA-2020-153339|2020-11-03|2020-11-05|Second Class|DJ-13510|Don Jones|Corporate|United States|Murfreesboro|Tennessee|South|FUR-FU-10001967|Furniture|Furnishings|Telescoping Adjustable Floor Lamp|93.99199676513672|1|0.9994999766349792|#N/A|COD||
327|US-2019-141544|2019-08-30|2019-09-01|First Class|PO-18850|Patrick O'Brill|Consumer|United States|Philadelphia|Pennsylvania|East|TEC-PH-10003645|Technology|Phones|Aastra 57i VoIP phone|290.89801025390625|3|-67.8761978149414|#N/A|COD||
328|US-2019-141544|2019-08-30|2019-09-01|First Class|PO-18850|Patrick O'Brill|Consumer|United States|Philadelphia|Pennsylvania|East|OFF-ST-10000675|Office Supplies|Storage|File Shuttle II and Handi-File, Black|54.2239990234375|2|3.3889999389648438|#N/A|Cards||
329|US-2019-141544|2019-08-30|2019-09-01|First Class|PO-18850|Patrick O'Brill|Consumer|United States|Philadelphia|Pennsylvania|East|FUR-CH-10003312|Furniture|Chairs|Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs|786.7440185546875|4|-258.5015869140625|#N/A|COD||
330|US-2019-141544|2019-08-30|2019-09-01|First Class|PO-18850|Patrick O'Brill|Consumer|United States|Philadelphia|Pennsylvania|East|OFF-LA-10001074|Office Supplies|Labels|Round Specialty Laser Printer Labels|100.23999786376953|10|33.83100128173828|#N/A|Cards||
331|US-2019-141544|2019-08-30|2019-09-01|First Class|PO-18850|Patrick O'Brill|Consumer|United States|Philadelphia|Pennsylvania|East|OFF-BI-10001524|Office Supplies|Binders|GBC Premium Transparent Covers with Diagonal Lined Pattern|37.763999938964844|6|-27.693599700927734|#N/A|Online||
332|US-2019-150147|2019-04-25|2019-04-29|Second Class|JL-15850|John Lucas|Consumer|United States|Philadelphia|Pennsylvania|East|TEC-PH-10004614|Technology|Phones|AT&T 841000 Phone|82.80000305175781|2|-20.700000762939453|#N/A|COD||
333|US-2019-150147|2019-04-25|2019-04-29|Second Class|JL-15850|John Lucas|Consumer|United States|Philadelphia|Pennsylvania|East|OFF-BI-10001153|Office Supplies|Binders|Ibico Recycled Grain-Textured Covers|20.724000930786133|2|-13.815999984741211|#N/A|COD||
